# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  --cpu 16 -i GUT_GENOME000001/roary_90/pan_genome_reference.faa -m diamond -o funcs_annotation_eggNOG --output_dir GUT_GENOME000001/roary_90 --temp_dir GUT_GENOME000001/roary_90
# time: Sun Apr 28 01:15:45 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GUT_GENOME000001_01629	195103.CPF_0768	3.9e-183	646.4	GNTP	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K03299		bactNOG[38]	05CY2@bactNOG,0EPVQ@cloNOG,0NERA@firmNOG,COG2610@NOG	NA|NA|NA	E, G	Citrate transporter
GUT_GENOME000001_01630	445973.CLOBAR_01719	1e-217	761.1	YNBB		K01758		bactNOG[38]	05CXI@bactNOG,0EP7A@cloNOG,0NDEB@firmNOG,COG4100@NOG	NA|NA|NA	P	aluminum resistance protein
GUT_GENOME000001_01632	500633.CLOHIR_01876	1.9e-170	604.0	NIFV		K02594		bactNOG[38]	07SDT@bactNOG,0EP3D@cloNOG,0NEQ0@firmNOG,COG0119@NOG	NA|NA|NA	E	Homocitrate synthase
GUT_GENOME000001_01633	272563.CD0833	4.6e-307	1058.5	THRS		K01681	ACONT,ACONTa,ACONTb,MICITDr	bactNOG[38]	08I0Z@bactNOG,0F6YS@cloNOG,0P62U@firmNOG,COG1048@NOG	NA|NA|NA	C	Aconitate hydratase
GUT_GENOME000001_01634	272563.CD0834	7.6e-152	542.0	ICD		K00030,K00031,K00052	ICDHx	bactNOG[38]	05C0C@bactNOG,0ENXJ@cloNOG,0NDG8@firmNOG,COG0473@NOG	NA|NA|NA	C	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity)
GUT_GENOME000001_01635	445973.CLOBAR_02438	1.5e-71	274.6					bactNOG[38]	090K1@bactNOG,0ESQW@cloNOG,0NK8P@firmNOG,COG2220@NOG	NA|NA|NA	S	Metal dependent hydrolase
GUT_GENOME000001_01636	748727.CLJU_c22510	1.4e-53	214.2					bactNOG[38]	05GZW@bactNOG,0EUSN@cloNOG,0NMBR@firmNOG,COG0437@NOG	NA|NA|NA	C	4fe-4S binding domain protein
GUT_GENOME000001_01637	445973.CLOBAR_00915	1.5e-107	395.2	TRKA		K03499		bactNOG[38]	05C1A@bactNOG,0EP3M@cloNOG,0ND7I@firmNOG,COG0569@NOG	NA|NA|NA	P	Domain protein
GUT_GENOME000001_01638	445973.CLOBAR_00914	2.3e-154	550.8	TRKH	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015672,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0030955,GO:0031224,GO:0031226,GO:0031420,GO:0034220,GO:0035826,GO:0035827,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046872,GO:0046873,GO:0046983,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944	K03498	Kt2pp,Kt2r	bactNOG[38]	05D37@bactNOG,0EPI6@cloNOG,0NE2S@firmNOG,COG0168@NOG	NA|NA|NA	P	potassium uptake protein TrkH
GUT_GENOME000001_01639	500633.CLOHIR_00267	9.2e-89	332.0	AATB		K02029,K02030,K02424,K10005,K10013,K10014,K10039		bactNOG[38]	06ADB@bactNOG,0F6TK@cloNOG,0NHEF@firmNOG,COG0834@NOG	NA|NA|NA	E	extracellular solute-binding protein, family 3
GUT_GENOME000001_01640	272563.CD1775	3.3e-78	296.6	GLNP	GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005342,GO:0005575,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015171,GO:0015399,GO:0015405,GO:0015424,GO:0015711,GO:0015837,GO:0015849,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031263,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02029,K10009		bactNOG[38]	05CJ8@bactNOG,0ENY4@cloNOG,0NDDH@firmNOG,COG0765@NOG	NA|NA|NA	E	Abc transporter
GUT_GENOME000001_01641	272563.CD1776	3.8e-88	329.7			K02028		bactNOG[38]	08RVY@bactNOG,0ERV8@cloNOG,0NH82@firmNOG,COG1126@NOG	NA|NA|NA	E	ABC transporter, ATP-binding protein
GUT_GENOME000001_01643	573061.Clocel_3223	2.9e-22	110.9					bactNOG[38]	07JRV@bactNOG,0F1RY@cloNOG,0NR2Y@firmNOG,0XUUI@NOG	NA|NA|NA	S	YhhN-like protein
GUT_GENOME000001_01645	445973.CLOBAR_01863	6.4e-105	385.6	DEOD	GO:0003674,GO:0003824,GO:0004731,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009164,GO:0009987,GO:0015949,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0019439,GO:0019686,GO:0033554,GO:0034641,GO:0034655,GO:0042278,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K00772,K03784	DURIPP,PUNP1,PUNP2,PUNP3,PUNP4,PUNP5,PUNP6,PUNP7	bactNOG[38]	05D3A@bactNOG,0EPFE@cloNOG,0NEB5@firmNOG,COG0813@NOG	NA|NA|NA	F	Purine nucleoside phosphorylase DeoD-type
GUT_GENOME000001_01646	272563.CD1931	1.3e-88	331.3	LEXA	GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006282,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031668,GO:0032774,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044699,GO:0044763,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2000112,GO:2000113,GO:2001020,GO:2001141	K01356		bactNOG[38]	05DS7@bactNOG,0ERV6@cloNOG,0NH8E@firmNOG,COG1974@NOG	NA|NA|NA	K	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair (By similarity)
GUT_GENOME000001_01647	272563.CD1932	4.8e-182	642.5					bactNOG[38]	07TR2@bactNOG,0F4KK@cloNOG,0P2TC@firmNOG,COG0582@NOG	NA|NA|NA	L	integrase family
GUT_GENOME000001_01649	499177.CLOST_1463	1e-36	157.5	SPOVS		K06416		bactNOG[38]	05MCT@bactNOG,0EUCC@cloNOG,0NKQB@firmNOG,COG2359@NOG	NA|NA|NA	S	stage V sporulation protein S
GUT_GENOME000001_01652	272563.CD1942	2e-94	350.5	TRMB	GO:0008150,GO:0040007	K03439		bactNOG[38]	05CZ1@bactNOG,0EPU3@cloNOG,0NFUR@firmNOG,COG0220@NOG	NA|NA|NA	S	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA (By similarity)
GUT_GENOME000001_01653	272563.CD1943	3.8e-33	146.0					bactNOG[38]	07ISN@bactNOG,0F3U8@cloNOG,0P1VX@firmNOG,0ZNFJ@NOG	NA|NA|NA		
GUT_GENOME000001_01654	720554.Clocl_0418	5.2e-18	97.4			K13730,K13731		bactNOG[38]	08NJY@bactNOG,0ETNR@cloNOG,0NJR5@firmNOG,COG4886@NOG	NA|NA|NA	O	Repeat protein
GUT_GENOME000001_01655	272563.CD1951	9.6e-51	205.3	RIML		K03790,K03827		bactNOG[38]	08YMK@bactNOG,0P6ZN@firmNOG,COG1670@NOG	NA|NA|NA	J	Inherit from bactNOG: acetyltransferase, (GNAT) family
GUT_GENOME000001_01656	445973.CLOBAR_01885	2.8e-155	553.5	BL00575		K14059		bactNOG[38]	05VTR@bactNOG,0EQCU@cloNOG,0NF78@firmNOG,COG0582@NOG	NA|NA|NA	L	integrase family
GUT_GENOME000001_01657	272563.CD1831	1.5e-109	401.4	CORA		K03284	MGt5	bactNOG[38]	05D7N@bactNOG,0EQEC@cloNOG,0NEVI@firmNOG,COG0598@NOG	NA|NA|NA	P	magnesium and cobalt transport protein CorA
GUT_GENOME000001_01658	272563.CD1818	2.8e-112	410.2	ISPH		K02945,K03527	DMPPS,IPDPS	bactNOG[38]	08IUH@bactNOG,0F768@cloNOG,0P6D4@firmNOG,COG0761@NOG	NA|NA|NA	I	Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)
GUT_GENOME000001_01659	272563.CD1817	1.5e-78	297.7	PLSC	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0008374,GO:0016411,GO:0016740,GO:0016746,GO:0016747,GO:0042171,GO:0071617	K00655	AGPAT120,AGPAT140,AGPAT141,AGPAT160,AGPAT161,AGPAT180,AGPAT181	bactNOG[38]	05F6E@bactNOG,0EP1X@cloNOG,0NK47@firmNOG,COG0204@NOG	NA|NA|NA	I	1-acyl-sn-glycerol-3-phosphate acyltransferase
GUT_GENOME000001_01660	272563.CD1816	2.4e-98	363.6	CMK	GO:0003674,GO:0003824,GO:0004127,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019201,GO:0019205,GO:0019637,GO:0034641,GO:0040007,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0046939,GO:0055086,GO:0071704,GO:1901360	K00945,K13799	CYTK1,CYTK2,PANTS,UMPK,URIDK2r	bactNOG[38]	05CAT@bactNOG,0ESEG@cloNOG,0NI76@firmNOG,COG0283@NOG	NA|NA|NA	F	Cytidine monophosphate kinase
GUT_GENOME000001_01661	203119.Cthe_0711	1.4e-28	131.0	AROH	GO:0003674,GO:0003824,GO:0004106,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016866,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046417,GO:0071704	K06208	CHORM	bactNOG[38]	05KHN@bactNOG,0EUBD@cloNOG,0NKTJ@firmNOG,COG4401@NOG	NA|NA|NA	E	chorismate mutase
GUT_GENOME000001_01662	272563.CD1815	4e-168	596.3	YTFP		K07007		bactNOG[38]	05CBX@bactNOG,0EPSX@cloNOG,0NE6V@firmNOG,COG2081@NOG	NA|NA|NA	S	HI0933 family
GUT_GENOME000001_01663	272563.CD1814	1.8e-87	327.4	GPMB		K02226,K15634		bactNOG[38]	05CVJ@bactNOG,0ET6C@cloNOG,0NJ8Y@firmNOG,COG0406@NOG	NA|NA|NA	G	Phosphoglycerate mutase
GUT_GENOME000001_01664	272563.CD1801	7.4e-100	369.0					bactNOG[38]	08JYZ@bactNOG,0EPNM@cloNOG,0NF0C@firmNOG,COG1284@NOG	NA|NA|NA	S	Conserved Protein
GUT_GENOME000001_01665	445973.CLOBAR_01905	0.0	1446.8	CLPB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K03695,K03696		bactNOG[38]	05C2Z@bactNOG,0EP9K@cloNOG,0ND4R@firmNOG,COG0542@NOG	NA|NA|NA	O	chaperone
GUT_GENOME000001_01666	386415.NT01CX_0295	9.7e-100	369.0	ANSME		K06871		bactNOG[38]	05C4X@bactNOG,0EPZP@cloNOG,0NDBE@firmNOG,COG0641@NOG	NA|NA|NA	S	radical SAM domain protein
GUT_GENOME000001_01667	272563.CD2761	3e-38	164.1	AMIC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0042597,GO:0044424,GO:0044462,GO:0044464,GO:0071944	K01448		bactNOG[38]	05C5C@bactNOG,0ET7S@cloNOG,0NF0M@firmNOG,COG0860@NOG	NA|NA|NA	M	N-acetylmuramoyl-L-alanine amidase
GUT_GENOME000001_01668	720554.Clocl_3553	9.9e-69	265.0			K07240		bactNOG[38]	05FGV@bactNOG,0ETE7@cloNOG,0NJRW@firmNOG,COG2059@NOG	NA|NA|NA	P	chromate transport protein
GUT_GENOME000001_01669	720554.Clocl_3552	4.1e-70	269.6			K07240		bactNOG[38]	08V6Y@bactNOG,0ESN9@cloNOG,0NHC2@firmNOG,COG2059@NOG	NA|NA|NA	P	chromate transport protein
GUT_GENOME000001_01670	195103.CPF_0553	1.7e-302	1043.5	GNPA	GO:0003674,GO:0003824,GO:0004645,GO:0005975,GO:0008150,GO:0008152,GO:0016740,GO:0016757,GO:0016758,GO:0044238,GO:0050500,GO:0071704	K15533		bactNOG[38]	05CT8@bactNOG,0EPIU@cloNOG,0NDZX@firmNOG,0XP7H@NOG	NA|NA|NA	S	phosphorylase
GUT_GENOME000001_01671	702450.CUW_0665	3.9e-143	513.5			K10200		bactNOG[38]	06N2D@bactNOG,0I6MM@eryNOG,0NF3B@firmNOG,0XR78@NOG	NA|NA|NA	G	Bacterial extracellular solute-binding protein
GUT_GENOME000001_01672	702450.CUW_0664	1.6e-52	212.2			K07720		bactNOG[38]	08KJU@bactNOG,0I7W6@eryNOG,0NEQX@firmNOG,COG4753@NOG	NA|NA|NA	T	Response regulator receiver domain protein
GUT_GENOME000001_01673	451757.AC7_0581	2e-91	342.0			K07718		bactNOG[38]	05C2F@bactNOG,0ERPA@cloNOG,0ND8T@firmNOG,COG2972@NOG	NA|NA|NA	T	Histidine kinase
GUT_GENOME000001_01674	445973.CLOBAR_01559	2.4e-164	583.6	ISPG	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009055,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016491,GO:0016725,GO:0030312,GO:0042180,GO:0042181,GO:0042375,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0044710,GO:0044711,GO:0045426,GO:0046429,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0052592,GO:0055114,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663	K03526	MECDPDH,MECDPDH2,MECDPDH4,MECDPDH5,MECDPDH_syn	bactNOG[38]	05C4E@bactNOG,0EP2E@cloNOG,0NDAR@firmNOG,COG0821@NOG	NA|NA|NA	I	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (By similarity)
GUT_GENOME000001_01675	272563.CD2129	5.1e-124	449.5	RSEP	GO:0000988,GO:0000989,GO:0003674,GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0006508,GO:0008150,GO:0008152,GO:0009273,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0019216,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0040007,GO:0042546,GO:0042592,GO:0043170,GO:0043856,GO:0044085,GO:0044238,GO:0044464,GO:0044699,GO:0044763,GO:0045893,GO:0045935,GO:0046890,GO:0048518,GO:0048522,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0060255,GO:0065007,GO:0065008,GO:0071554,GO:0071704,GO:0071766,GO:0071840,GO:0071944,GO:0080090,GO:2000112,GO:2001141	K11749		bactNOG[38]	05DZP@bactNOG,0ENU2@cloNOG,0NDB5@firmNOG,COG0750@NOG	NA|NA|NA	M	metalloprotease
GUT_GENOME000001_01676	272563.CD2130	5.9e-177	625.5	DXR	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006721,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009108,GO:0009240,GO:0009987,GO:0016114,GO:0016491,GO:0016614,GO:0016616,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0030145,GO:0030604,GO:0032787,GO:0036094,GO:0042180,GO:0042181,GO:0042375,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0045426,GO:0046490,GO:0046872,GO:0046914,GO:0048037,GO:0050661,GO:0050662,GO:0050897,GO:0051186,GO:0051188,GO:0051483,GO:0051484,GO:0055114,GO:0070402,GO:0071704,GO:0090407,GO:0097159,GO:1901135,GO:1901265,GO:1901363,GO:1901576,GO:1901661,GO:1901663	K00099	DXPRIi	bactNOG[38]	05CEA@bactNOG,0ENSB@cloNOG,0NDRM@firmNOG,COG0743@NOG	NA|NA|NA	I	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP) (By similarity)
GUT_GENOME000001_01677	272563.CD2135	6.3e-106	389.0	CDSA	GO:0003674,GO:0003824,GO:0004605,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0019637,GO:0030312,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0044710,GO:0070567,GO:0071704,GO:0071944,GO:0090407,GO:1901576	K00981	DASYN120,DASYN140,DASYN141,DASYN160,DASYN160190,DASYN161,DASYN180,DASYN181,DASYN190190,DASYN_EC,DASYN_HP,DASYN_SA	bactNOG[38]	05KNE@bactNOG,0EPGI@cloNOG,0NJ2Q@firmNOG,COG0575@NOG	NA|NA|NA	I	Phosphatidate cytidylyltransferase
GUT_GENOME000001_01678	272563.CD2136	1.3e-113	414.5	UPPS	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016020,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030145,GO:0033850,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046165,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:1901576,GO:1901615,GO:1901617	K00806,K12503	DPPS,GRTT,UDCPDPS,UDPDPS	bactNOG[38]	05CR3@bactNOG,0EPR8@cloNOG,0NDXK@firmNOG,COG0020@NOG	NA|NA|NA	I	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids (By similarity)
GUT_GENOME000001_01680	445973.CLOBAR_01553	4.7e-79	299.3	FRR	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006412,GO:0006415,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0030312,GO:0032790,GO:0032984,GO:0032988,GO:0034645,GO:0040007,GO:0043021,GO:0043022,GO:0043170,GO:0043241,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0071704,GO:0071822,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901576	K02838		bactNOG[38]	08VCV@bactNOG,0ESIB@cloNOG,0NH5V@firmNOG,COG0233@NOG	NA|NA|NA	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity)
GUT_GENOME000001_01681	500633.CLOHIR_01276	1.5e-106	391.0	PYRH	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006213,GO:0006220,GO:0006221,GO:0006225,GO:0006461,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009167,GO:0009169,GO:0009185,GO:0009188,GO:0009193,GO:0009194,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019201,GO:0019205,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0022607,GO:0033862,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042454,GO:0042455,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046034,GO:0046048,GO:0046128,GO:0046130,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0046939,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659	K09903	UMPK,URIDK2r	bactNOG[38]	05C41@bactNOG,0ENW4@cloNOG,0NDC1@firmNOG,COG0528@NOG	NA|NA|NA	F	Catalyzes the reversible phosphorylation of UMP to UDP (By similarity)
GUT_GENOME000001_01682	272563.CD2139	3.2e-133	479.9	TSF	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006414,GO:0008135,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0030312,GO:0034645,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901576	K02357		bactNOG[38]	05CU7@bactNOG,0EPHP@cloNOG,0NDYP@firmNOG,COG0264@NOG	NA|NA|NA	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)
